name,make,model,body,position,wing,tail,engine,engine_count,wing_span,length,height,manufactured_as
PIPER PA-32RT-300 Lance 2,PIPER,PA-32RT-300 Lance 2,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.00 m,8.40 m,2.40 m,"['PIPER Lance 2', 'PIPER PA-32RT-300T Turbo Lance 2', 'PIPER Turbo Lance 2', 'PIPER PA-32RT-300 Lance 2', 'EMBRAER PA-32RT-300 Lance 2', 'EMBRAER Lance 2', 'CHINCUL PA-A-32RT-300T Turbo Lance 2', 'CHINCUL Turbo Lance 2', 'CHINCUL PA-A-32RT-300 Lance 2', 'CHINCUL Lance 2', 'AICSA PA-32RT Turbo Lance 2']"
PIPER PA-46-500TP Malibu Meridian,PIPER,PA-46-500TP Malibu Meridian,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,13.10 m,9.00 m,3.50 m,"['PIPER Malibu Meridian', 'PIPER PA-46-500TP Malibu Meridian', 'JETPROP DLX']"
PIPER L-18C,PIPER,L-18C,Narrow,High wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,6.80 m,2.00 m,"['WAGAERO Super Cuby', 'WAGAERO Super Sport', 'SMITH AVIATION PA-18 Super Cub', 'SMITH AVIATION Super Cub', 'PIPER L-18C Super Cub', 'PIPER L-21 Super Cub', 'PIPER U-7 Super Cub', 'PIPER Super Cub', 'PIPER PA-18 Super Cub', 'CUB CRAFTERS Top Cub', 'CUB CRAFTERS CC-18 Top Cub', 'CUB CRAFTERS PA-18 Top Cub', 'AIRFRAMES-DAKOTA CUB Super 18']"
PIPER PA-23-Aztec,PIPER,PA-23-Aztec,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Multi,11.30 m,9.50 m,3.00 m,"['SEGUIN Geronimo', 'PIPER Apache', 'PIPER PA-23-160 Apache', 'PIPER PA-23-150 Apache', 'MILLER (1) Jet Profile']"
PIPER Aztec,PIPER,Aztec,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Multi,11.40 m,9.50 m,3.10 m,"['PIPER Turbo Aztec', 'PIPER U-11 Aztec', 'PIPER UC-26 Aztec', 'PIPER Aztec', 'PIPER PA-23-235 Aztec', 'PIPER PA-23-250 Aztec', 'PIPER PA-23-250 Turbo Aztec', 'CHINCUL Aztec', 'CHINCUL PA-A-23-250 Aztec']"
PIPER PA-31,PIPER,PA-31,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Multi,12.40 m,9.90 m,4.00 m,"['PIPER Mojave', 'PIPER Navajo CR', 'PIPER Navajo', 'PIPER Navajo Chieftain', 'PIPER Chieftain', 'PIPER T-1020', 'PIPER Pressurized Navajo', 'PIPER PA-31-300 Navajo', 'PIPER PA-31-310 Navajo', 'PIPER PA-31-325 Navajo CR', 'PIPER PA-31-350 Chieftain', 'PIPER PA-31-350 Navajo Chieftain', 'PIPER PA-31-350 T-1020', 'PIPER PA-31P-350 Mojave', 'PIPER PA-31P-425 Pressurized Navajo', 'NEIVA EMB-820 Navajo', 'NEIVA Navajo', 'EMBRAER Navajo', 'EMBRAER EMB-820 Navajo', 'COLEMILL Panther 3', 'COLEMILL Panther 2', 'CHINCUL PA-A-31P-425 Pressurized Navajo', 'CHINCUL PA-A-31-350 Navajo Chieftain', 'CHINCUL PA-A-31-350 Chieftain', 'CHINCUL PA-A-31-310 Navajo', 'CHINCUL PA-A-31-325 Navajo CR', 'CHINCUL Pressurized Navajo', 'CHINCUL Chieftain', 'CHINCUL Navajo CR', 'CHINCUL Navajo Chieftain', 'CHINCUL Navajo', 'COLEMILL Panther Navajo', 'AICSA Navajo CR', 'AICSA Navajo Chieftain', 'AICSA Navajo', 'AICSA PA-31-310 Navajo', 'AICSA Chieftain', 'AICSA PA-31-350 Navajo Chieftain', 'AICSA PA-31-350 Chieftain', 'AICSA PA-31-325 Navajo CR']"
PIPER PA32-260 Cherokee Six,PIPER,PA32-260 Cherokee Six,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.00 m,8.40 m,2.40 m,"['PIPER Turbo Saratoga', 'PIPER Saratoga', 'PIPER Six', 'PIPER Cherokee Six', 'PIPER 6X', 'PIPER 6XT', 'PIPER PA-32 6X', 'PIPER PA-32 6XT', 'PIPER PA-32 Cherokee Six', 'PIPER PA-32 Saratoga', 'PIPER PA-32 Six', 'PIPER PA-32 Turbo Saratoga', 'NEIVA EMB-720 Minuano', 'EMBRAER EMB-720 Minuano', 'EMBRAER Minuano', 'CHINCUL PA-A-32 Cherokee Six', 'CHINCUL Cherokee Six', 'AICSA PA-32 Six', 'AICSA PA-32 Saratoga', 'AICSA PA-32 Cherokee Six', 'AICSA PA-32 Turbo Saratoga', 'AICSA Turbo Saratoga', 'AICSA Saratoga', 'AICSA Six', 'AICSA Cherokee Six']"
PIPER PA-34 Seneca,PIPER,PA-34 Seneca,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,11.90 m,8.70 m,3.00 m,"['SEGUIN Princess', 'PZL-MIELEC M-20 Gemini', 'PZL-MIELEC Mewa', 'PZL-MIELEC M-20 Mewa', 'PZL-MIELEC Gemini', 'PIPER PA-34 Seneca', 'PIPER Seneca', 'NEIVA Seneca', 'NEIVA EMB-810 Seneca', 'EMBRAER U-7 Seneca', 'EMBRAER Seneca', 'EMBRAER EMB-810 Seneca', 'CHINCUL Seneca', 'CHINCUL PA-A-34 Seneca', 'BENGIS TM-20 Flamingo 3', 'BENGIS Flamingo 3', 'AICSA Seneca', 'AICSA PA-34 Seneca']"
PIPER PA-38 Tomahawk,PIPER,PA-38 Tomahawk,Narrow,Low wing,Fixed Wing,T-tail,Piston,Single,10.40 m,7.00 m,2.80 m,"['PIPER Tomahawk', 'PIPER PA-38 Tomahawk', 'CHINCUL PA-A-38 Tomahawk', 'CHINCUL Tomahawk', 'AICSA PA-38 Tomahawk', 'AICSA Tomahawk']"
PIPER Seminole,PIPER,Seminole,Narrow,Low wing,Fixed Wing,T-tail,Piston,Multi,11.80 m,8.40 m,2.60 m,"['PIPER Turbo Seminole', 'PIPER PA-44 Seminole', 'PIPER PA-44 Turbo Seminole', 'PIPER Seminole', 'AICSA Seminole', 'AICSA PA-44 Seminole']"
PIPER PA-46-310P Malibu,PIPER,PA-46-310P Malibu,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,13.11 m,8.66 m,3.44 m,"['PIPER Malibu Mirage', 'PIPER Malibu', 'PIPER PA-46-350P Malibu Mirage', 'PIPER PA-46-310P Malibu', 'PIPER Malibu Matrix', 'PIPER PA-46R-350T Malibu Matrix']"
PIPER PA-47 PiperJet,PIPER,PA-47 PiperJet,Narrow,Low wing (winglets),Fixed Wing,"Regular tail, low set",Jet,Single,13.49 m,10.87 m,4.78 m,
PIPER Cheyenne 1,PIPER,Cheyenne 1,Narrow,Low wing with wing tip tanks,Fixed Wing,"Regular tail, low set",Turboprop,Multi,13.01 m,10.57 m,3.89 m,"['PIPER Cheyenne 1', 'PIPER PA-31T1-500 Cheyenne 1', 'CHINCUL PA-A-31T1-500 Cheyenne 1', 'CHINCUL Cheyenne 1']"
PIPER Cheyenne 2,PIPER,Cheyenne 2,Narrow,Low wing with wing tip tanks,Fixed Wing,"Regular tail, low set",Turboshaft,Multi,13.00 m,11.10 m,3.90 m,"['SCHAFER Comanchero 620', 'PIPER Cheyenne 2', 'PIPER Cheyenne 2XL', 'PIPER Cheyenne', 'PIPER PA-31T-620 Cheyenne 2', 'PIPER PA-31T-620 Cheyenne', 'PIPER PA-31T2-620 Cheyenne 2XL', 'CHINCUL PA-A-31T-620 Cheyenne 2', 'CHINCUL Cheyenne 2', 'AICSA PA-31T-620 Cheyenne 2', 'AICSA PA-31T2-620 Cheyenne 2XL', 'AICSA Cheyenne 2XL', 'AICSA Cheyenne 2']"
PIPER Cheyenne 3,PIPER,Cheyenne 3,Narrow,Low wing with wing tip tanks,Fixed Wing,T-tail,Turboprop,Multi,14.50 m,13.20 m,4.50 m,"['PIPER PA-42-720 Cheyenne 3', 'PIPER Cheyenne 3', 'AICSA PA-42-720 Cheyenne 3', 'AICSA Cheyenne 3']"
PIPER Cheyenne 400,PIPER,Cheyenne 400,Narrow,Low wing with wing tip tanks,Fixed Wing,T-tail,Turboprop,Multi,14.50 m,13.20 m,5.20 m,"['PIPER PA-42-1000 Cheyenne 400', 'PIPER Cheyenne 400']"
PZL-MIELEC An-2,PZL-MIELEC,An-2,Narrow,Biplane,Fixed Wing,"Regular tail, high set",Piston,Single,18.20 m,12.70 m,4.00 m,"['SHIJIAZHUANG Y-5', 'PZL-MIELEC An-2 Antek', 'PZL-MIELEC Antek', 'NANCHANG Y-5', 'ANTONOV An-2', 'AICSA An-2']"
PZL-MIELEC An-28,PZL-MIELEC,An-28,Narrow,High wing (wing struts),Fixed Wing,"Double fin, mid set",Turboprop,Multi,22.10 m,13.00 m,4.60 m,"['PZL-MIELEC M-28 Bryza', 'PZL-MIELEC An-28', 'PZL-MIELEC An-28 Bryza', 'PZL-MIELEC Bryza', 'ANTONOV An-28']"
PZL-MIELEC Dromader,PZL-MIELEC,Dromader,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Piston,Single,17.70 m,9.50 m,3.70 m,"['PZL-MIELEC M-18 Dromader', 'PZL-MIELEC Dromader', 'AII AVA-303']"
PZL-OKECIE PZL-104 Wilga,PZL-OKECIE,PZL-104 Wilga,Narrow,High wing,Fixed Wing,"Regular tail, high set",Piston,Single,11.10 m,8.10 m,2.90 m,"['PZL-OKECIE Wilga 35', 'PZL-OKECIE Wilga 80', 'PZL-OKECIE PZL-104 Wilga 80', 'PZL-OKECIE PZL-104 Wilga 35', 'LIPNUR Gelatik']"
RAYTHEON BAe-125-700/800,RAYTHEON,BAe-125-700/800,Narrow,Low wing,Fixed Wing,Cruciform tail,Jet,Multi,15.70 m,15.60 m,5.40 m,"['RAYTHEON Hawker 800', 'RAYTHEON Hawker 850', 'RAYTHEON U-125', 'HAWKER BEECHCRAFT Hawker 850', 'HAWKER BEECHCRAFT Hawker 900', 'HAWKER BEECHCRAFT Hawker 750', 'HAWKER SIDDELEY HS-125-700', 'BRITISH AEROSPACE U-125', 'BRITISH AEROSPACE BAe-125-700', 'BRITISH AEROSPACE BAe-125-800', 'BRITISH AEROSPACE C-29']"
RAYTHEON BAe-125-1000,RAYTHEON,BAe-125-1000,Narrow,Low wing,Fixed Wing,Cruciform tail,Jet,Multi,15.70 m,16.40 m,5.20 m,"['RAYTHEON Hawker 1000', 'BRITISH AEROSPACE BAe-125-1000']"
RAYTHEON 390 Premier 1,RAYTHEON,390 Premier 1,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,13.56 m,14.02 m,4.67 m,"['RAYTHEON Premier 1', 'RAYTHEON 390 Premier 1', 'HAWKER BEECHCRAFT Premier 1', 'HAWKER BEECHCRAFT 390 Premier 1']"
ROBIN DR-400 Cadet,ROBIN,DR-400 Cadet,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Piston,Single,8.70 m,7.00 m,2.20 m,"['ROBIN Dauphin 4', 'ROBIN DR-400 Cadet', 'ROBIN Ecoflyer', 'ROBIN Dauphin 2+2', 'ROBIN DR-400 2+2', 'ROBIN DR-400 Ecoflyer', 'ROBIN Chevalier (DR-400)', 'ROBIN DR-400 Earl', 'ROBIN DR-500 President', 'ROBIN Cadet', 'ROBIN Earl', 'ROBIN 2+2 (DR-400)', 'ROBIN President (DR-500)', 'ROBIN DR-400 Remo 212', 'ROBIN Petit Prince (DR-400)', 'ROBIN DR-400 Remo 180', 'ROBIN Major 80', 'ROBIN DR-400 Remo 200', 'ROBIN Major (DR-400)', 'ROBIN DR-400 Regent', 'ROBIN Regent', 'ROBIN DR-400 Petit Prince', 'ROBIN DR-400 Remorqueur', 'ROBIN DR-400 Major 80', 'ROBIN Dauphin 80', 'ROBIN DR-400 Major', 'ROBIN Remo 200', 'ROBIN DR-400 Dauphin 80', 'ROBIN Remo 212', 'ROBIN DR-400 Dauphin 4', 'ROBIN Remorqueur', 'ROBIN DR-400 Dauphin 2+2', 'ROBIN Remo 180', 'ROBIN DR-400 Chevalier']"
ROBIN R-1180 Aiglon,ROBIN,R-1180 Aiglon,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,9.08 m,7.26 m,2.38 m,"['ROBIN R-1180 Aiglon', 'ROBIN Aiglon']"
ROBINSON R-22,ROBINSON,R-22,,Two-blade main rotor,Rotary,Two-blade tail rotor,Piston,Single,7.70 m,8.70 m,2.70 m,"['ROBINSON R-22 Beta', 'ROBINSON R-22', 'ROBINSON Mariner', 'ROBINSON Beta', 'ROBINSON R-22 Mariner']"
ROBINSON R-44,ROBINSON,R-44,,Two-blade main rotor,Rotary,Two-blade tail rotor,Piston,Single,10.10 m,9.00 m,3.30 m,"['ROBINSON Clipper', 'ROBINSON Astro', 'ROBINSON R-44 Astro', 'ROBINSON R-44 Clipper', 'ROBINSON Raven', 'ROBINSON R-44 Raven']"
ROCKWELL B-1 Lancer,ROCKWELL,B-1 Lancer,Narrow,Low swing wing,Fixed Wing,Cruciform tail,Jet,Multi,41.70 m,44.80 m,10.40 m,"['ROCKWELL B-1 Lancer', 'ROCKWELL Lancer']"
ROCKWELL NA-265 Sabre 60,ROCKWELL,NA-265 Sabre 60,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,13.61 m,15.27 m,4.88 m,"['NORTH AMERICAN NA-265 Sabreliner 50', 'NORTH AMERICAN ROCKWELL CT-39 Sabreliner', 'NORTH AMERICAN NA-265 Sabreliner 40', 'NORTH AMERICAN ROCKWELL T-39 Sabreliner', 'NORTH AMERICAN NT-39 Sabreliner', 'ROCKWELL Sabre 65', 'NORTH AMERICAN CT-39 Sabreliner', 'ROCKWELL Sabre 60', 'NORTH AMERICAN Sabreliner', 'ROCKWELL Sabre 40', 'NORTH AMERICAN Sabreliner 40', 'ROCKWELL NA-265 Sabre 65', 'NORTH AMERICAN Sabreliner 50', 'ROCKWELL NA-265 Sabre 60', 'NORTH AMERICAN Sabreliner 60', 'ROCKWELL NA-265 Sabre 40', 'NORTH AMERICAN ROCKWELL Sabreliner 40', 'NORTH AMERICAN ROCKWELL Tp86 Sabreliner', 'NORTH AMERICAN ROCKWELL Sabreliner 60', 'NORTH AMERICAN ROCKWELL Sabreliner', 'NORTH AMERICAN ROCKWELL Sabre 60', 'NORTH AMERICAN T-39 Sabreliner', 'NORTH AMERICAN ROCKWELL Sabre 40', 'NORTH AMERICAN NA-265 Sabreliner 60', 'NORTH AMERICAN ROCKWELL NA-265 Sabreliner 60', 'NORTH AMERICAN Tp86 Sabreliner', 'NORTH AMERICAN ROCKWELL NA-265 Sabreliner 40']"
ROCKWELL NA-265 Sabre 75,ROCKWELL,NA-265 Sabre 75,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,13.60 m,14.40 m,5.30 m,"['ROCKWELL Sabre 75', 'ROCKWELL NA-265 Sabre 80', 'ROCKWELL NA-265 Sabre 75', 'NORTH AMERICAN ROCKWELL Sabre 75', 'NORTH AMERICAN ROCKWELL NA-265 Sabre 75', 'ROCKWELL Sabre 80']"
RUTAN Space Ship Two,RUTAN,Space Ship Two,Narrow,,Fixed Wing,,,Single,8.30 m,18.30 m,5.50 m,"['RUTAN 339 Space Ship Two', 'RUTAN Space Ship Two', 'SCALED Space Ship Two', 'SCALED 339 Space Ship Two']"
SAAB 105,SAAB,105,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,9.50 m,10.50 m,2.70 m,"['SAAB Sk60', 'SAAB 105']"
SAAB 2000,SAAB,2000,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Multi,24.80 m,27.30 m,7.70 m,['SAAB 2000']
SAAB Viggen,SAAB,Viggen,Narrow,Delta wing (canard front wing),Fixed Wing,No tail plane,Jet,Single,10.60 m,16.40 m,5.90 m,"['SAAB SF37 Viggen', 'SAAB JA37 Viggen', 'SAAB 37 Viggen', 'SAAB AJ37 Viggen', 'SAAB AJS37 Viggen', 'SAAB SH37 Viggen', 'SAAB Viggen', 'SAAB Sk37 Viggen']"
SAAB Gripen,SAAB,Gripen,Narrow,Delta wing (canard front wing),Fixed Wing,Canard front wings,Jet,Single,8.00 m,14.10 m,4.50 m,"['SAAB 39 Gripen', 'SAAB Gripen', 'SAAB JAS39 Gripen']"
SAAB 340,SAAB,340,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Multi,21.40 m,19.70 m,7.00 m,"['SAAB S100 Argus', 'SAAB OS100', 'SAAB-FAIRCHILD SF-340', 'SAAB 340', 'SAAB Argus', 'SAAB Tp100']"
SCHEIBE SF-25 Falke,SCHEIBE,SF-25 Falke,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,15.30 m,7.60 m,1.68 m,"['VICKERS-SLINGSBY Venture', 'VICKERS-SLINGSBY T-61 Venture', 'UMBRA Falke', 'UMBRA SF-25 Falke', 'SPORTAVIA-PUTZER SF-25 Falke', 'SPORTAVIA-PUTZER Falke', 'SCHEIBE Super Falke', 'SCHEIBE Rotax Falke', 'SCHEIBE Falke', 'SCHEIBE SF-25 Falke', 'SCHEIBE SF-25 Rotax Falke', 'SCHEIBE SF-25 Super Falke', 'SCHEIBE Superschlepper', 'SCHEIBE SF-25 Superschlepper', 'LORAVIA SF-25 Falke', 'LORAVIA Falke']"
SCHLEICHER ASH-25,SCHLEICHER,ASH-25,Narrow,Mid wing,Fixed Wing,T-tail,Piston,Single,26.00 m,9.00 m,1.67 m,"['SCHLEICHER ASH-25M', 'SCHLEICHER ASH-25SL', 'SCHLEICHER ASH-25E', 'SCHLEICHER ASH-25Mi']"
SEPECAT Jaguar,SEPECAT,Jaguar,Narrow,High wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.70 m,16.80 m,4.90 m,"['SEPECAT Shamsher', 'SEPECAT Jaguar', 'HINDUSTAN Shamsher', 'HINDUSTAN Jaguar']"
SHORT SC-7,SHORT,SC-7,Narrow,High wing,Fixed Wing,"Double fin, low set",Turboprop,Multi,19.80 m,12.20 m,4.60 m,"['SHORT SC-7 Skyvan', 'SHORT Skyliner', 'SHORT Skyvan', 'SHORT SC-7 Skyliner']"
SHORT 330,SHORT,330,Narrow,High wing (wing struts),Fixed Wing,"Double fin, low set",Turboprop,Multi,22.80 m,17.70 m,5.00 m,"['SHORT SD3-30', 'SHORT C-23 Sherpa', 'SHORT 330', 'SHORT Sherpa']"
SHORT SD3-360,SHORT,SD3-360,Narrow,High wing (wing struts),Fixed Wing,"Regular tail, mid set",Turboprop,Multi,22.80 m,21.60 m,7.30 m,"['SHORT SD3-60', 'SHORT 360']"
SIKORSKY TH-53,SIKORSKY,TH-53,,,Rotary,Four-blade tail rotor,Turboshaft,Multi,21.90 m,28.00 m,7.60 m,"['VFW CH-53G', 'SIKORSKY MH-53J', 'SIKORSKY MH-53H', 'SIKORSKY TH-53', 'SIKORSKY Sea Stallion', 'SIKORSKY Yasur', 'SIKORSKY VH-53 Sea Stallion', 'SIKORSKY CH-53A Sea Stallion', 'SIKORSKY HH-53', 'SIKORSKY CH-53A Yasur', 'SIKORSKY CH-53C', 'SIKORSKY CH-53D Sea Stallion', 'SIKORSKY CH-53G', 'SIKORSKY S-65 Yasur', 'SIKORSKY S-65', 'SIKORSKY RH-53 Sea Stallion']"
SIKORSKY CH-53E Super Stallion,SIKORSKY,CH-53E Super Stallion,,,Rotary,Four-blade tail rotor,Turboshaft,Multi,24.00 m,30.20 m,8.46 m,"['SIKORSKY Super Stallion', 'SIKORSKY Sea Dragon', 'SIKORSKY S-80', 'SIKORSKY CH-53E Super Stallion', 'SIKORSKY MH-53E Sea Dragon']"
SIKORSKY UH-60 Black Hawk,SIKORSKY,UH-60 Black Hawk,Narrow,Four-blade main rotor,Rotary,Four-blade tail rotor,Turboshaft,Multi,16.36 m,19.76 m,5.13 m,"['SIKORSKY NSH-60 Seahawk', 'SIKORSKY MH-60 Strikehawk', 'SIKORSKY MH-60 Knighthawk', 'SIKORSKY MH-60 Black Hawk', 'WESTLAND WS-70', 'SIKORSKY Pave Hawk', 'SIKORSKY Ocean Hawk', 'SIKORSKY Strikehawk', 'SIKORSKY HH-60 Rescue Hawk', 'SIKORSKY SH-60 Seahawk', 'SIKORSKY HH-60 Pave Hawk', 'SIKORSKY SH-60 Ocean Hawk', 'SIKORSKY HH-60 Jayhawk', 'SIKORSKY Seahawk', 'SIKORSKY Firehawk', 'SIKORSKY Yanshuf', 'SIKORSKY EH-60 Black Hawk', 'SIKORSKY S-70 Thunderhawk', 'SIKORSKY Desert Hawk', 'SIKORSKY VH-60 White Hawk', 'SIKORSKY HH-60 Black Hawk', 'SIKORSKY S-70 Super Blue Hawk', 'SIKORSKY Rescue Hawk', 'SIKORSKY Thunderhawk', 'SIKORSKY S-70 Desert Hawk', 'SIKORSKY White Hawk', 'SIKORSKY S-70 Black Hawk', 'SIKORSKY UH-60 Yanshuf', 'SIKORSKY S-70', 'SIKORSKY UH-60 Firehawk', 'SIKORSKY AH-60 Black Hawk', 'SIKORSKY UH-60 Black Hawk', 'SIKORSKY JUH-60 Black Hawk', 'SIKORSKY Black Hawk', 'SIKORSKY Knighthawk', 'SIKORSKY S-70 Firehawk', 'SIKORSKY Super Blue Hawk', 'SIKORSKY Jayhawk', 'MITSUBISHI S-70 Seahawk', 'MITSUBISHI Seahawk', 'MITSUBISHI SH-60 Seahawk', 'MITSUBISHI UH-60', 'KOREAN AIR UH-60 Black Hawk', 'KOREAN AIR Black Hawk', 'HAWKER DE HAVILLAND Black Hawk', 'HAWKER DE HAVILLAND S-70 Black Hawk', 'ASTA S-70 Seahawk', 'ASTA Seahawk']"
SIKORSKY S-61,SIKORSKY,S-61,,Five-blade main rotor,Rotary,Five-blade tail rotor,Turboshaft,Multi,18.90 m,17.96 m,5.32 m,"['SIKORSKY Nuri', 'SIKORSKY S-61A', 'UNITED CANADA CH-124 Sea King', 'WESTLAND Sea King', 'WESTLAND Commando', 'WESTLAND WS-61 Sea King', 'WESTLAND WS-61 Commando', 'SIKORSKY CH-124 Sea King', 'SIKORSKY S-61L', 'SIKORSKY S-61D', 'SIKORSKY S-61B', 'SIKORSKY S-61A Nuri', 'SIKORSKY Sea King', 'SIKORSKY SH-3 Sea King', 'SIKORSKY VH-3 Sea King', 'SIKORSKY UH-3 Sea King', 'SIKORSKY S-61N', 'SIKORSKY HSS-2 Sea King', 'MITSUBISHI S-61B', 'MITSUBISHI HSS-2', 'MITSUBISHI S-61A', 'HELIPRO S-61 Shortsky', 'HELIPRO Shortsky', 'AGUSTA SH-3', 'AGUSTA AS-61A', 'AGUSTA AS-61N', 'AGUSTA ASH-61']"
SIKORSKY S-61R,SIKORSKY,S-61R,Narrow,Five-blade main rotor,Rotary,Five-blade tail rotor,Turboshaft,Multi,18.90 m,22.30 m,5.51 m,"['SIKORSKY Pelican', 'SIKORSKY HH-3 Pelican', 'SIKORSKY CH-3', 'SIKORSKY HH-3', 'SIKORSKY S-61R', 'AGUSTA AS-61R', 'AGUSTA HH-3']"
SIKORSKY S-76,SIKORSKY,S-76,Narrow,Four-blade main rotor,Rotary,Four-blade tail rotor,Turboshaft,Multi,13.41 m,16.00 m,4.41 m,"['SIKORSKY Spirit', 'SIKORSKY AUH-76', 'SIKORSKY Eagle', 'SIKORSKY H-76 Eagle', 'SIKORSKY S-76', 'SIKORSKY S-76 Spirit', 'KEYSTONE S-76']"
SIKORSKY S-92,SIKORSKY,S-92,,Four-blade main rotor,Rotary,Four-blade tail rotor,Turboshaft,Multi,17.17 m,17.10 m,4.71 m,"['SIKORSKY S-92 Helibus', 'SIKORSKY CH-148 Cyclone', 'SIKORSKY Cyclone', 'SIKORSKY H-92 Superhawk', 'SIKORSKY Superhawk', 'SIKORSKY Helibus']"
SOCATA Commodore,SOCATA,Commodore,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,9.60 m,7.00 m,2.70 m,"['SOCATA MS-893 Rallye Commodore', 'SOCATA MS-893 Gaillard', 'SOCATA MS-892 Rallye Commodore', 'SOCATA Rallye Club', 'SOCATA MS-892 Rallye 150', 'SOCATA MS-880 Rallye 100', 'SOCATA MS-887 Rallye 125', 'SOCATA Rallye 115', 'SOCATA MS-884 Rallye Minerva', 'SOCATA Guerrier', 'SOCATA MS-880 Rallye Club', 'SOCATA Rallye 100', 'SOCATA Gabier', 'SOCATA Gaillard', 'SOCATA Galerien', 'SOCATA Galopin', 'SOCATA Gaucho', 'SOCATA Garnement', 'SOCATA MS-883 Rallye 115', 'SOCATA MS-894 Minerva', 'SOCATA Rallye Commodore', 'SOCATA Rallye 235', 'SOCATA Rallye 125', 'SOCATA Rallye 150', 'SOCATA Rallye Minerva', 'PZL-OKECIE Koliber 150', 'PZL-OKECIE Koliber 160', 'PZL-OKECIE Koliber 235', 'PZL-OKECIE Koliber Senior', 'PZL-OKECIE PZL-110 Koliber 150', 'PZL-OKECIE PZL-110 Koliber', 'PZL-OKECIE PZL-110 Koliber 160', 'PZL-OKECIE PZL-111 Koliber 235', 'PZL-OKECIE PZL-111 Koliber Senior', 'MORANE-SAULNIER Rallye Club', 'MORANE-SAULNIER Rallye Commodore', 'MORANE-SAULNIER Super Rallye', 'MORANE-SAULNIER MS-893 Rallye Commodore', 'MORANE-SAULNIER MS-886 Super Rallye', 'MORANE-SAULNIER Rallye 105', 'MORANE-SAULNIER MS-880 Rallye Club', 'MORANE-SAULNIER MS-881 Rallye 105', 'MORANE-SAULNIER MS-885 Super Rallye', 'MORANE-SAULNIER MS-890 Rallye Commodore', 'MORANE-SAULNIER MS-892 Rallye Commodore', 'MORANE-SAULNIER MS-882 Rallye Club']"
SOCATA Tampico,SOCATA,Tampico,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.80 m,7.70 m,3.20 m,"['SOCATA TB-9 Tampico', 'SOCATA Tampico']"
SOCATA TB-30 Epsilon,SOCATA,TB-30 Epsilon,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,7.90 m,7.60 m,2.70 m,"['SOCATA TB-30 Epsilon', 'SOCATA Epsilon', 'OGMA Epsilon', 'OGMA TB-30 Epsilon', 'AEROSPATIALE TB-30 Epsilon', 'AEROSPATIALE Epsilon']"
SOCATA TB-31 Omega,SOCATA,TB-31 Omega,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,7.92 m,7.59 m,2.66 m,"['SOCATA Omega', 'SOCATA TB-31 Omega']"
SOCATA TBM-700,SOCATA,TBM-700,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,12.20 m,10.40 m,4.20 m,"['TBM TBM-700', 'SOCATA TBM-700']"
SOCATA TBM-850,SOCATA,TBM-850,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,12.20 m,10.40 m,4.20 m,['SOCATA TBM-850']
SOCATA Tobago,SOCATA,Tobago,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.80 m,7.70 m,3.00 m,"['SOCATA TB-10 Tobago', 'SOCATA TB-200 Tobago', 'SOCATA Tobago']"
SOCATA Trinidad,SOCATA,Trinidad,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.80 m,7.70 m,3.00 m,"['SOCATA TB-20 Pashosh', 'SOCATA TB-20 Trinidad', 'SOCATA Trinidad', 'SOCATA Pashosh', 'SHIJIAZHUANG LE-500 Little Eagle', 'SHIJIAZHUANG Little Eagle']"
